time,label
0.125,Gesture
0.15625,Gesture
0.1875,Gesture
0.21875,Gesture
0.25,Gesture
0.28125,Gesture
0.3125,Gesture
0.34375,Gesture
0.375,Gesture
0.40625,Gesture
0.4375,Gesture
0.46875,Gesture
0.5,Gesture
0.53125,Gesture
0.5625,Gesture
0.59375,Gesture
0.625,Gesture
0.65625,Gesture
0.6875,Gesture
0.71875,Gesture
0.75,Gesture
0.78125,Gesture
0.8125,Gesture
0.84375,Gesture
0.875,Gesture
0.90625,Gesture
0.9375,Gesture
0.96875,Gesture
1.0,Gesture
1.03125,Gesture
1.0625,Gesture
1.09375,Gesture
1.125,Gesture
1.15625,Gesture
1.1875,Gesture
1.21875,Gesture
1.25,Gesture
1.28125,Gesture
1.3125,Gesture
1.34375,Gesture
1.375,Gesture
1.40625,Gesture
1.4375,Gesture
1.46875,Gesture
1.5,Gesture
1.53125,Gesture
1.5625,Gesture
1.59375,Gesture
1.625,Gesture
1.65625,Gesture
1.6875,Gesture
1.71875,Gesture
1.75,Gesture
1.78125,Gesture
1.8125,Gesture
1.84375,Gesture
1.875,Gesture
1.90625,Gesture
1.9375,Gesture
1.96875,Gesture
2.0,Gesture
2.03125,Gesture
2.0625,Gesture
2.09375,Gesture
2.125,Gesture
2.15625,Gesture
2.1875,Gesture
2.21875,Gesture
2.25,Gesture
2.28125,Gesture
2.3125,Gesture
2.34375,Gesture
2.375,Gesture
2.40625,Gesture
2.4375,Gesture
2.46875,Gesture
2.5,Gesture
2.53125,Gesture
2.5625,Gesture
2.59375,Gesture
2.625,Gesture
2.65625,Gesture
2.6875,Gesture
2.71875,Gesture
2.75,Gesture
2.78125,Gesture
2.8125,Gesture
2.84375,Gesture
2.875,Gesture
2.90625,Gesture
2.9375,Gesture
2.96875,Gesture
3.0,Gesture
3.03125,Gesture
3.0625,Gesture
3.09375,Gesture
3.125,Gesture
3.15625,Gesture
3.1875,Gesture
3.21875,Gesture
3.25,Gesture
3.28125,Gesture
3.3125,Gesture
3.34375,Gesture
3.375,Gesture
3.40625,Gesture
3.4375,Gesture
3.46875,Gesture
3.5,Gesture
3.53125,Gesture
3.5625,Gesture
3.59375,Gesture
3.625,Gesture
3.65625,Gesture
3.6875,Gesture
3.71875,Gesture
3.75,Gesture
3.78125,Gesture
3.8125,Gesture
3.84375,Gesture
3.875,Gesture
3.90625,Gesture
3.9375,Gesture
3.96875,Gesture
4.0,Gesture
4.03125,Gesture
4.0625,Gesture
4.09375,Gesture
4.125,Gesture
4.15625,Gesture
4.1875,Gesture
4.21875,Gesture
4.25,Gesture
4.28125,Gesture
4.3125,Gesture
4.34375,Gesture
4.375,Gesture
4.40625,Gesture
4.4375,Gesture
4.46875,Gesture
4.5,Gesture
4.53125,Gesture
4.5625,Gesture
4.59375,Gesture
4.625,Gesture
4.65625,Gesture
4.6875,Gesture
4.71875,Gesture
4.75,Gesture
4.78125,Gesture
4.8125,Gesture
4.84375,Gesture
4.875,Gesture
4.90625,Gesture
4.9375,Gesture
4.96875,Gesture
5.0,Gesture
5.03125,Gesture
5.0625,Gesture
5.09375,Gesture
5.125,Gesture
5.15625,Gesture
5.1875,Gesture
5.21875,Gesture
5.25,Gesture
5.28125,Gesture
5.3125,Gesture
5.34375,Gesture
5.375,Gesture
5.40625,Gesture
5.4375,Gesture
5.46875,Gesture
5.5,Gesture
5.53125,Gesture
5.5625,Gesture
5.59375,Gesture
5.625,Gesture
5.65625,Gesture
5.6875,Gesture
5.71875,Gesture
5.75,Gesture
5.78125,Gesture
5.8125,Gesture
5.84375,Gesture
5.875,Gesture
5.90625,Gesture
5.9375,Gesture
5.96875,Gesture
6.0,Gesture
6.03125,Gesture
6.0625,Gesture
6.09375,Gesture
6.125,Gesture
6.15625,Gesture
6.1875,Gesture
6.21875,Gesture
6.25,Gesture
6.28125,Gesture
6.3125,Gesture
6.34375,Gesture
6.375,Gesture
6.40625,Gesture
6.4375,Gesture
6.46875,Gesture
6.5,Gesture
6.53125,Gesture
6.5625,Gesture
6.59375,Gesture
6.625,Gesture
6.65625,Gesture
6.6875,Gesture
6.71875,Gesture
6.75,Gesture
6.78125,Gesture
6.8125,Gesture
6.84375,Gesture
6.875,Gesture
6.90625,Gesture
6.9375,Gesture
6.96875,Gesture
7.0,Gesture
7.03125,Gesture
7.0625,Gesture
7.09375,Gesture
7.125,Gesture
7.15625,Gesture
7.1875,Gesture
7.21875,Gesture
7.25,Gesture
7.28125,Gesture
7.3125,Gesture
7.34375,Gesture
7.375,Gesture
7.40625,Gesture
7.4375,Gesture
7.46875,Gesture
7.5,Gesture
7.53125,Gesture
7.5625,Gesture
7.59375,Gesture
7.625,Gesture
7.65625,Gesture
7.6875,Gesture
7.71875,Gesture
7.75,Gesture
7.78125,Gesture
7.8125,Gesture
7.84375,Gesture
7.875,Gesture
7.90625,Gesture
7.9375,Gesture
7.96875,Gesture
8.0,Gesture
8.03125,Gesture
8.0625,Gesture
8.09375,Gesture
8.125,Gesture
8.15625,Gesture
8.1875,Gesture
8.21875,Gesture
8.25,Gesture
8.28125,Gesture
8.3125,Gesture
8.34375,Gesture
8.375,Gesture
8.40625,Gesture
8.4375,Gesture
8.46875,Gesture
8.5,Gesture
8.53125,Gesture
8.5625,Gesture
8.59375,Gesture
8.625,Gesture
8.65625,Gesture
