start_time,end_time,labelid,label,duration
4.8125,5.46875,1,Gesture,0.65625
10.71875,11.21875,2,Gesture,0.5
44.6875,45.125,3,Gesture,0.4375
67.125,67.65625,4,Gesture,0.53125
68.15625,69.6875,5,Gesture,1.53125
124.40625,124.75,6,Gesture,0.34375
126.71875,131.53125,7,Gesture,4.8125
144.09375,144.75,8,Gesture,0.65625
164.8125,165.6875,9,Gesture,0.875
166.15625,166.65625,10,Gesture,0.5
173.375,174.59375,11,Gesture,1.21875
175.1875,175.78125,12,Gesture,0.59375
189.46875,189.78125,13,Gesture,0.3125
190.40625,190.9375,14,Gesture,0.53125
193.03125,193.59375,15,Gesture,0.5625
196.5625,197.78125,16,Gesture,1.21875
198.375,198.875,17,Gesture,0.5
202.90625,206.46875,18,Gesture,3.5625
239.3125,240.21875,19,Gesture,0.90625
240.53125,241.6875,20,Gesture,1.15625
251.5,252.3125,21,Gesture,0.8125
255.34375,255.6875,22,Gesture,0.34375
264.5,265.6875,23,Gesture,1.1875
271.5,272.125,24,Gesture,0.625
273.90625,274.90625,25,Gesture,1.0
280.65625,281.15625,26,Gesture,0.5
285.0,285.59375,27,Gesture,0.59375
287.75,289.875,28,Gesture,2.125
290.21875,291.0625,29,Gesture,0.84375
292.625,294.0,30,Gesture,1.375
299.125,299.6875,31,Gesture,0.5625
303.53125,309.34375,32,Gesture,5.8125
309.6875,310.5,33,Gesture,0.8125
310.84375,311.15625,34,Gesture,0.3125
311.53125,315.9375,35,Gesture,4.40625
316.5625,323.09375,36,Gesture,6.53125
323.40625,324.0,37,Gesture,0.59375
330.25,331.1875,38,Gesture,0.9375
331.65625,332.59375,39,Gesture,0.9375
335.96875,336.53125,40,Gesture,0.5625
337.09375,342.03125,41,Gesture,4.9375
345.8125,346.3125,42,Gesture,0.5
347.5,348.1875,43,Gesture,0.6875
358.125,358.6875,44,Gesture,0.5625
359.0625,359.40625,45,Gesture,0.34375
360.25,361.5625,46,Gesture,1.3125
362.21875,362.5625,47,Gesture,0.34375
366.03125,368.28125,48,Gesture,2.25
368.96875,369.90625,49,Gesture,0.9375
375.75,376.21875,50,Gesture,0.46875
378.5,378.90625,51,Gesture,0.40625
380.09375,382.15625,52,Gesture,2.0625
385.5,385.8125,53,Gesture,0.3125
386.25,386.8125,54,Gesture,0.5625
387.28125,387.6875,55,Gesture,0.40625
388.0,388.625,56,Gesture,0.625
396.5,397.21875,57,Gesture,0.71875
397.84375,398.53125,58,Gesture,0.6875
399.375,400.0625,59,Gesture,0.6875
404.21875,404.875,60,Gesture,0.65625
407.0625,409.5625,61,Gesture,2.5
410.0,411.75,62,Gesture,1.75
412.34375,412.9375,63,Gesture,0.59375
418.0625,420.40625,64,Gesture,2.34375
420.90625,422.78125,65,Gesture,1.875
423.71875,424.1875,66,Gesture,0.46875
424.75,425.5625,67,Gesture,0.8125
426.875,429.5625,68,Gesture,2.6875
429.875,432.1875,69,Gesture,2.3125
440.96875,441.8125,70,Gesture,0.84375
446.25,449.6875,71,Gesture,3.4375
453.46875,453.78125,72,Gesture,0.3125
456.6875,457.78125,73,Gesture,1.09375
459.75,460.6875,74,Gesture,0.9375
461.5625,462.28125,75,Gesture,0.71875
467.875,468.28125,76,Gesture,0.40625
469.71875,472.03125,77,Gesture,2.3125
472.59375,473.25,78,Gesture,0.65625
484.375,484.875,79,Gesture,0.5
487.75,488.1875,80,Gesture,0.4375
488.5,489.09375,81,Gesture,0.59375
490.375,490.8125,82,Gesture,0.4375
498.3125,499.34375,83,Gesture,1.03125
502.90625,505.5,84,Gesture,2.59375
511.71875,512.03125,85,Gesture,0.3125
512.40625,513.25,86,Gesture,0.84375
514.59375,515.46875,87,Gesture,0.875
524.8125,526.28125,88,Gesture,1.46875
527.6875,528.25,89,Gesture,0.5625
532.59375,532.90625,90,Gesture,0.3125
534.15625,535.125,91,Gesture,0.96875
539.9375,540.5,92,Gesture,0.5625
626.03125,627.84375,93,Gesture,1.8125
628.21875,628.53125,94,Gesture,0.3125
628.875,629.84375,95,Gesture,0.96875
631.21875,633.625,96,Gesture,2.40625
634.0625,634.375,97,Gesture,0.3125
652.15625,653.09375,98,Gesture,0.9375
654.46875,656.375,99,Gesture,1.90625
657.71875,658.125,100,Gesture,0.40625
659.03125,659.59375,101,Gesture,0.5625
668.75,670.75,102,Gesture,2.0
672.71875,673.6875,103,Gesture,0.96875
674.875,675.71875,104,Gesture,0.84375
686.0,687.71875,105,Gesture,1.71875
688.09375,688.625,106,Gesture,0.53125
689.375,692.25,107,Gesture,2.875
693.59375,695.03125,108,Gesture,1.4375
697.59375,698.53125,109,Gesture,0.9375
727.8125,728.40625,110,Gesture,0.59375
729.03125,729.4375,111,Gesture,0.40625
730.9375,731.3125,112,Gesture,0.375
736.1875,738.75,113,Gesture,2.5625
750.90625,753.1875,114,Gesture,2.28125
755.90625,756.28125,115,Gesture,0.375
788.8125,789.59375,116,Gesture,0.78125
792.28125,795.8125,117,Gesture,3.53125
796.875,797.84375,118,Gesture,0.96875
801.0,801.40625,119,Gesture,0.40625
802.15625,802.65625,120,Gesture,0.5
807.75,808.375,121,Gesture,0.625
809.8125,810.125,122,Gesture,0.3125
812.03125,812.59375,123,Gesture,0.5625
813.5,814.1875,124,Gesture,0.6875
815.28125,816.25,125,Gesture,0.96875
818.25,819.90625,126,Gesture,1.65625
822.375,823.0,127,Gesture,0.625
823.34375,823.90625,128,Gesture,0.5625
842.46875,843.15625,129,Gesture,0.6875
846.9375,847.3125,130,Gesture,0.375
853.28125,853.625,131,Gesture,0.34375
855.15625,855.46875,132,Gesture,0.3125
