start_time,end_time,labelid,label,duration
608.617,609.383,Gesture,other,0.7660000000000764
612.5,613.638,Gesture,other,1.1380000000000337
652.447,653.83,Gesture,other,1.3830000000000382
658.606,659.394,Gesture,other,0.7880000000000109
661.862,662.84,Gesture,other,0.9780000000000655
673.043,674.032,Gesture,indexing,0.9890000000000327
674.989,675.638,Gesture,representing,0.6490000000000009
783.223,783.702,Gesture,indexing,0.47900000000004184
789.904,792.851,Gesture,indexing,2.9470000000000027
804.457,805.947,Gesture,acting,1.490000000000009
815.734,816.787,Gesture,acting,1.0529999999999973
974.106,975.0,Gesture,representing,0.8940000000000055
1062.841,1064.17,Gesture,beat,1.3290000000001783
1065.319,1066.979,Gesture,acting,1.6600000000000819
1068.309,1070.234,Gesture,acting,1.9249999999999545
1070.777,1072.713,Gesture,acting,1.9359999999999218
1072.894,1074.989,Gesture,beat,2.0950000000000273
1075.085,1075.543,Gesture,indexing,0.4579999999998563
1075.798,1076.383,Gesture,indexing,0.5850000000000364
1080.468,1083.341,Gesture,acting,2.87299999999982
1110.851,1111.777,Gesture,indexing,0.9259999999999309
1111.862,1112.628,Gesture,indexing,0.765999999999849
1184.479,1185.947,Gesture,emblematic,1.4679999999998472
1186.192,1188.692,Gesture,other,2.5
1235.053,1236.234,Gesture,indexing,1.1809999999998126
1236.287,1237.394,Gesture,indexing,1.106999999999971
1394.692,1395.404,Gesture,emblematic,0.7119999999999891
1411.543,1412.989,Gesture,circle,1.44600000000014
1430.075,1430.989,Gesture,indexing,0.9139999999999873
1431.426,1432.138,Gesture,indexing,0.7119999999999891
619.223,622.883,Gesture,beat,3.660000000000082
623.362,624.426,Gesture,indexing,1.0640000000000782
625.553,627.16,Gesture,indexing,1.606999999999971
627.223,629.287,Gesture,other,2.064000000000078
629.628,630.957,Gesture,indexing,1.3289999999999509
635.745,636.67,Gesture,other,0.9249999999999545
663.447,664.479,Gesture,other,1.032000000000039
667.245,667.787,Gesture,indexing,0.54200000000003
668.021,669.564,Gesture,representing,1.5430000000000064
669.926,671.298,Gesture,indexing,1.3719999999999573
671.447,672.457,Gesture,indexing,1.009999999999991
673.043,674.032,Gesture,indexing,0.9890000000000327
674.989,675.638,Gesture,representing,0.6490000000000009
679.085,681.692,Gesture,indexing,2.606999999999971
683.851,684.745,Gesture,other,0.8940000000000055
685.245,687.128,Gesture,other,1.8830000000000382
687.585,688.479,Gesture,indexing,0.8940000000000055
688.543,688.692,Gesture,indexing,0.1490000000000009
688.713,689.053,Gesture,indexing,0.34000000000003183
689.266,690.66,Gesture,indexing,1.3940000000000055
691.117,692.255,Gesture,beat,1.1380000000000337
693.106,694.17,Gesture,indexing,1.0639999999999645
694.223,695.149,Gesture,drawing,0.9260000000000446
696.543,697.915,Gesture,drawing,1.3719999999999573
698.67,700.809,Gesture,molding,2.13900000000001
