time,label
0.3003003003003003,Gesture
0.333667000333667,Gesture
0.3670337003670337,Gesture
0.4004004004004004,Gesture
0.4337671004337671,Gesture
0.4671338004671338,Gesture
0.5005005005005005,Gesture
0.5338672005338673,Gesture
0.5672339005672339,Gesture
0.6006006006006006,Gesture
0.6339673006339673,Gesture
0.6673340006673341,Gesture
0.7007007007007007,Gesture
0.7340674007340674,Gesture
0.7674341007674341,Gesture
0.8008008008008008,Gesture
0.8341675008341676,Gesture
0.8675342008675342,Gesture
0.9009009009009008,Gesture
0.9342676009342676,Gesture
0.9676343009676344,Gesture
1.001001001001001,Gesture
1.0343677010343677,Gesture
