start_time,end_time,labelid,label,duration
0.6666666666666666,2.2916666666666665,1,Gesture,1.625
4.541666666666667,6.0,2,Gesture,1.458333333333333
7.0,7.833333333333333,3,Gesture,0.833333333333333
15.041666666666666,15.333333333333334,4,Gesture,0.29166666666666785
18.416666666666668,21.916666666666668,5,Gesture,3.5
22.708333333333332,27.916666666666668,6,Gesture,5.208333333333336
28.916666666666668,37.458333333333336,7,Gesture,8.541666666666668
38.0,42.458333333333336,8,Gesture,4.458333333333336
44.25,46.958333333333336,9,Gesture,2.7083333333333357
50.333333333333336,52.916666666666664,10,Gesture,2.5833333333333286
53.666666666666664,56.916666666666664,11,Gesture,3.25
57.541666666666664,59.75,12,Gesture,2.2083333333333357
60.208333333333336,69.625,13,Gesture,9.416666666666664
70.20833333333333,71.0,14,Gesture,0.7916666666666714
71.33333333333333,72.04166666666667,15,Gesture,0.7083333333333428
72.5,72.83333333333333,16,Gesture,0.3333333333333286
73.91666666666667,75.54166666666667,17,Gesture,1.625
76.66666666666667,77.625,18,Gesture,0.9583333333333286
78.125,79.08333333333333,19,Gesture,0.9583333333333286
80.58333333333333,81.20833333333333,20,Gesture,0.625
82.54166666666667,91.54166666666667,21,Gesture,9.0
91.91666666666667,93.25,22,Gesture,1.3333333333333286
94.375,96.04166666666667,23,Gesture,1.6666666666666714
97.25,100.0,24,Gesture,2.75
100.58333333333333,107.625,25,Gesture,7.041666666666671
108.0,110.83333333333333,26,Gesture,2.8333333333333286
111.20833333333333,113.33333333333333,27,Gesture,2.125
114.04166666666667,114.5,28,Gesture,0.4583333333333286
115.83333333333333,116.54166666666667,29,Gesture,0.7083333333333428
118.25,118.91666666666667,30,Gesture,0.6666666666666714
121.33333333333333,122.16666666666667,31,Gesture,0.8333333333333428
123.375,125.29166666666667,32,Gesture,1.9166666666666714
125.75,138.83333333333334,33,Gesture,13.083333333333343
139.16666666666666,139.70833333333334,34,Gesture,0.5416666666666856
140.08333333333334,140.33333333333334,35,Gesture,0.25
140.875,141.625,36,Gesture,0.75
142.25,146.0,37,Gesture,3.75
146.45833333333334,157.95833333333334,38,Gesture,11.5
158.58333333333334,164.54166666666666,39,Gesture,5.958333333333314
165.29166666666666,165.625,40,Gesture,0.3333333333333428
166.20833333333334,167.75,41,Gesture,1.5416666666666572
168.33333333333334,170.04166666666666,42,Gesture,1.7083333333333144
170.5,170.75,43,Gesture,0.25
171.08333333333334,175.91666666666666,44,Gesture,4.833333333333314
177.375,177.79166666666666,45,Gesture,0.4166666666666572
178.83333333333334,179.625,46,Gesture,0.7916666666666572
180.91666666666666,181.125,47,Gesture,0.2083333333333428
181.95833333333334,185.5,48,Gesture,3.541666666666657
187.25,188.79166666666666,49,Gesture,1.5416666666666572
191.5,203.5,50,Gesture,12.0
203.91666666666666,205.75,51,Gesture,1.8333333333333428
207.54166666666666,208.25,52,Gesture,0.7083333333333428
211.75,219.83333333333334,53,Gesture,8.083333333333343
220.79166666666666,224.33333333333334,54,Gesture,3.5416666666666856
224.91666666666666,225.33333333333334,55,Gesture,0.4166666666666856
225.83333333333334,226.08333333333334,56,Gesture,0.25
226.5,234.54166666666666,57,Gesture,8.041666666666657
234.875,248.08333333333334,58,Gesture,13.208333333333343
248.79166666666666,259.75,59,Gesture,10.958333333333343
260.5416666666667,263.5,60,Gesture,2.9583333333333144
263.9166666666667,264.5416666666667,61,Gesture,0.625
264.9583333333333,284.8333333333333,62,Gesture,19.875
285.6666666666667,286.3333333333333,63,Gesture,0.6666666666666288
286.9166666666667,287.3333333333333,64,Gesture,0.41666666666662877
288.0416666666667,291.375,65,Gesture,3.3333333333333144
293.4166666666667,296.0,66,Gesture,2.5833333333333144
301.9583333333333,306.75,67,Gesture,4.791666666666686
307.4583333333333,308.2916666666667,68,Gesture,0.8333333333333712
309.3333333333333,309.5833333333333,69,Gesture,0.25
313.7083333333333,314.9166666666667,70,Gesture,1.2083333333333712
315.25,317.75,71,Gesture,2.5
318.7083333333333,319.2916666666667,72,Gesture,0.5833333333333712
320.5833333333333,322.4583333333333,73,Gesture,1.875
323.0833333333333,323.5,74,Gesture,0.4166666666666856
323.8333333333333,328.75,75,Gesture,4.916666666666686
329.375,339.7083333333333,76,Gesture,10.333333333333314
340.0833333333333,360.0833333333333,77,Gesture,20.0
361.3333333333333,361.9583333333333,78,Gesture,0.625
362.7916666666667,363.5,79,Gesture,0.7083333333333144
363.9166666666667,364.8333333333333,80,Gesture,0.9166666666666288
365.4166666666667,370.4583333333333,81,Gesture,5.041666666666629
371.3333333333333,372.375,82,Gesture,1.0416666666666856
373.0833333333333,378.1666666666667,83,Gesture,5.083333333333371
378.9166666666667,379.75,84,Gesture,0.8333333333333144
380.625,381.625,85,Gesture,1.0
382.6666666666667,384.3333333333333,86,Gesture,1.6666666666666288
385.875,386.625,87,Gesture,0.75
387.0833333333333,387.4583333333333,88,Gesture,0.375
388.7916666666667,391.1666666666667,89,Gesture,2.375
392.0833333333333,395.4166666666667,90,Gesture,3.3333333333333712
398.4583333333333,400.6666666666667,91,Gesture,2.2083333333333712
401.25,401.9166666666667,92,Gesture,0.6666666666666856
403.4583333333333,405.0833333333333,93,Gesture,1.625
405.875,406.25,94,Gesture,0.375
409.5,413.375,95,Gesture,3.875
413.9166666666667,432.1666666666667,96,Gesture,18.25
432.9583333333333,433.25,97,Gesture,0.2916666666666856
434.6666666666667,436.3333333333333,98,Gesture,1.6666666666666288
437.7083333333333,439.8333333333333,99,Gesture,2.125
441.0833333333333,441.4166666666667,100,Gesture,0.33333333333337123
443.25,443.5,101,Gesture,0.25
444.0833333333333,447.4166666666667,102,Gesture,3.3333333333333712
448.2083333333333,448.9166666666667,103,Gesture,0.7083333333333712
449.5833333333333,449.9583333333333,104,Gesture,0.375
451.0416666666667,461.625,105,Gesture,10.583333333333314
462.4583333333333,463.0833333333333,106,Gesture,0.625
463.5416666666667,463.875,107,Gesture,0.3333333333333144
465.125,466.25,108,Gesture,1.125
468.4166666666667,473.0833333333333,109,Gesture,4.666666666666629
474.7083333333333,475.4583333333333,110,Gesture,0.75
477.125,477.7916666666667,111,Gesture,0.6666666666666856
478.2083333333333,478.4166666666667,112,Gesture,0.20833333333337123
478.7916666666667,483.0,113,Gesture,4.208333333333314
483.4166666666667,487.7916666666667,114,Gesture,4.375
488.9166666666667,490.4583333333333,115,Gesture,1.5416666666666288
491.125,498.2083333333333,116,Gesture,7.083333333333314
498.9583333333333,502.2083333333333,117,Gesture,3.25
502.9166666666667,504.2083333333333,118,Gesture,1.2916666666666288
504.625,505.1666666666667,119,Gesture,0.5416666666666856
505.5,512.3333333333334,120,Gesture,6.833333333333371
513.1666666666666,515.5416666666666,121,Gesture,2.375
516.0833333333334,518.8333333333334,122,Gesture,2.75
519.4583333333334,532.0,123,Gesture,12.541666666666629
532.9583333333334,533.3333333333334,124,Gesture,0.375
534.7916666666666,535.375,125,Gesture,0.5833333333333712
536.5,536.9166666666666,126,Gesture,0.41666666666662877
537.25,537.6666666666666,127,Gesture,0.41666666666662877
538.0,538.2916666666666,128,Gesture,0.29166666666662877
539.2083333333334,539.5833333333334,129,Gesture,0.375
540.0,541.5,130,Gesture,1.5
541.9166666666666,542.625,131,Gesture,0.7083333333333712
544.625,545.9166666666666,132,Gesture,1.2916666666666288
547.0833333333334,550.1666666666666,133,Gesture,3.0833333333332575
550.875,552.25,134,Gesture,1.375
552.6666666666666,553.25,135,Gesture,0.5833333333333712
553.7916666666666,554.125,136,Gesture,0.33333333333337123
558.5,558.9583333333334,137,Gesture,0.45833333333337123
563.375,564.5833333333334,138,Gesture,1.2083333333333712
567.1666666666666,567.4583333333334,139,Gesture,0.29166666666674246
567.9166666666666,568.7916666666666,140,Gesture,0.875
571.875,577.875,141,Gesture,6.0
582.5416666666666,585.8333333333334,142,Gesture,3.2916666666667425
587.2083333333334,587.5416666666666,143,Gesture,0.33333333333325754
590.3333333333334,590.75,144,Gesture,0.41666666666662877
591.25,591.8333333333334,145,Gesture,0.5833333333333712
593.625,597.8333333333334,146,Gesture,4.208333333333371
598.5833333333334,606.1666666666666,147,Gesture,7.5833333333332575
607.25,608.1666666666666,148,Gesture,0.9166666666666288
608.5,611.0,149,Gesture,2.5
613.25,613.75,150,Gesture,0.5
620.2916666666666,621.875,151,Gesture,1.5833333333333712
622.2916666666666,622.875,152,Gesture,0.5833333333333712
623.7083333333334,624.1666666666666,153,Gesture,0.45833333333325754
624.5,634.8333333333334,154,Gesture,10.333333333333371
635.2916666666666,641.0416666666666,155,Gesture,5.75
641.5416666666666,645.25,156,Gesture,3.7083333333333712
