time,label
0.1334668001334668,Gesture
0.1668335001668335,Gesture
0.2002002002002002,Gesture
0.2335669002335669,Gesture
0.2669336002669336,Gesture
0.3003003003003003,Gesture
0.333667000333667,Gesture
0.3670337003670337,Gesture
0.4004004004004004,Gesture
0.4337671004337671,Gesture
0.4671338004671338,Gesture
0.5005005005005005,Gesture
0.5338672005338673,Gesture
0.5672339005672339,Gesture
0.6006006006006006,Gesture
0.6339673006339673,Gesture
0.6673340006673341,Gesture
0.7007007007007007,Gesture
0.7340674007340674,Gesture
0.7674341007674341,Gesture
0.8008008008008008,Gesture
0.8341675008341676,Gesture
0.8675342008675342,Gesture
0.9009009009009008,Gesture
0.9342676009342676,Gesture
0.9676343009676344,Gesture
1.001001001001001,Gesture
1.0343677010343677,Gesture
1.0677344010677343,Gesture
1.1011011011011012,Gesture
1.1344678011344678,Gesture
1.1678345011678346,Gesture
1.2012012012012012,Gesture
1.234567901234568,Gesture
1.267934601267935,Gesture
1.3013013013013013,Gesture
1.334668001334668,Gesture
1.3680347013680347,Gesture
1.4014014014014011,Gesture
1.4347681014347682,Gesture
1.4681348014681348,Gesture
1.5015015015015016,Gesture
1.5348682015348682,Gesture
1.5682349015682349,Gesture
1.6016016016016017,Gesture
1.6349683016349683,Gesture
1.6683350016683351,Gesture
1.7017017017017018,Gesture
1.7350684017350684,Gesture
1.7684351017684352,Gesture
1.8018018018018016,Gesture
1.8351685018351689,Gesture
1.8685352018685353,Gesture
1.901901901901902,Gesture
1.9352686019352687,Gesture
1.9686353019686351,Gesture
2.002002002002002,Gesture
2.035368702035369,Gesture
2.0687354020687354,Gesture
2.1021021021021022,Gesture
2.135468802135469,Gesture
2.1688355021688355,Gesture
2.2022022022022023,Gesture
2.235568902235569,Gesture
2.2689356022689355,Gesture
2.3023023023023024,Gesture
2.335669002335669,Gesture
2.3690357023690356,Gesture
2.4024024024024024,Gesture
2.4357691024357693,Gesture
2.469135802469136,Gesture
2.5025025025025025,Gesture
2.5358692025358693,Gesture
2.569235902569236,Gesture
2.6026026026026026,Gesture
2.6359693026359694,Gesture
2.669336002669336,Gesture
2.702702702702702,Gesture
2.7360694027360695,Gesture
2.7694361027694363,Gesture
2.8028028028028027,Gesture
2.8361695028361695,Gesture
2.8695362028695364,Gesture
2.902902902902903,Gesture
2.9362696029362696,Gesture
2.9696363029696364,Gesture
3.0030030030030033,Gesture
3.0363697030363697,Gesture
3.0697364030697365,Gesture
3.1031031031031033,Gesture
3.1364698031364697,Gesture
3.169836503169837,Gesture
3.2032032032032034,Gesture
3.2365699032365702,Gesture
3.2699366032699366,Gesture
3.3033033033033035,Gesture
3.3366700033366703,Gesture
3.3700367033700367,Gesture
3.4034034034034035,Gesture
3.4367701034367704,Gesture
3.4701368034701368,Gesture
3.5035035035035036,Gesture
3.5368702035368704,Gesture
