start_time,end_time,labelid,label,duration
3.72,4.2,1,Gesture,0.48
12.24,12.6,2,Gesture,0.35999999999999943
13.12,15.44,3,Gesture,2.3200000000000003
29.6,30.16,4,Gesture,0.5599999999999987
35.68,39.72,5,Gesture,4.039999999999999
40.12,54.44,6,Gesture,14.32
55.04,57.2,7,Gesture,2.1600000000000037
57.92,58.32,8,Gesture,0.3999999999999986
60.44,61.04,9,Gesture,0.6000000000000014
63.36,74.24,10,Gesture,10.879999999999995
78.0,80.2,11,Gesture,2.200000000000003
80.84,88.6,12,Gesture,7.759999999999991
90.48,91.0,13,Gesture,0.519999999999996
92.36,92.76,14,Gesture,0.4000000000000057
93.16,93.36,15,Gesture,0.20000000000000284
94.72,95.12,16,Gesture,0.4000000000000057
95.44,98.04,17,Gesture,2.6000000000000085
98.64,98.96,18,Gesture,0.3199999999999932
99.52,107.64,19,Gesture,8.120000000000005
108.68,116.64,20,Gesture,7.959999999999994
117.64,117.88,21,Gesture,0.23999999999999488
119.16,133.52,22,Gesture,14.360000000000014
134.88,140.16,23,Gesture,5.280000000000001
140.68,142.08,24,Gesture,1.4000000000000057
153.68,155.72,25,Gesture,2.039999999999992
156.4,159.76,26,Gesture,3.359999999999985
160.16,162.32,27,Gesture,2.1599999999999966
162.64,164.72,28,Gesture,2.0800000000000125
165.04,181.44,29,Gesture,16.400000000000006
183.0,183.24,30,Gesture,0.2400000000000091
183.6,183.88,31,Gesture,0.28000000000000114
189.96,199.72,32,Gesture,9.759999999999991
200.4,207.44,33,Gesture,7.039999999999992
208.0,228.52,34,Gesture,20.52000000000001
228.92,240.0,35,Gesture,11.080000000000013
247.72,253.92,36,Gesture,6.199999999999989
254.56,255.28,37,Gesture,0.7199999999999989
256.28,257.64,38,Gesture,1.3600000000000136
258.16,259.12,39,Gesture,0.9599999999999795
261.16,266.84,40,Gesture,5.67999999999995
267.28,268.32,41,Gesture,1.0400000000000205
268.8,269.88,42,Gesture,1.079999999999984
270.28,272.08,43,Gesture,1.8000000000000114
272.76,274.64,44,Gesture,1.8799999999999955
275.2,278.36,45,Gesture,3.160000000000025
279.36,279.6,46,Gesture,0.2400000000000091
280.0,295.32,47,Gesture,15.319999999999993
302.16,305.76,48,Gesture,3.599999999999966
306.08,309.08,49,Gesture,3.0
309.48,312.04,50,Gesture,2.5600000000000023
312.36,320.56,51,Gesture,8.199999999999989
321.12,326.32,52,Gesture,5.199999999999989
327.24,327.56,53,Gesture,0.3199999999999932
334.92,336.32,54,Gesture,1.3999999999999773
336.8,337.8,55,Gesture,1.0
339.12,356.88,56,Gesture,17.75999999999999
357.84,358.28,57,Gesture,0.4399999999999977
358.72,359.16,58,Gesture,0.4399999999999977
366.64,366.92,59,Gesture,0.28000000000002956
392.56,393.8,60,Gesture,1.240000000000009
394.52,405.96,61,Gesture,11.439999999999998
406.76,407.76,62,Gesture,1.0
408.16,408.4,63,Gesture,0.23999999999995225
408.72,414.84,64,Gesture,6.119999999999948
415.16,418.8,65,Gesture,3.6399999999999864
422.52,424.72,66,Gesture,2.2000000000000455
425.16,426.56,67,Gesture,1.3999999999999773
427.08,427.72,68,Gesture,0.6400000000000432
429.72,430.52,69,Gesture,0.7999999999999545
434.92,437.08,70,Gesture,2.159999999999968
438.0,441.08,71,Gesture,3.079999999999984
448.44,452.0,72,Gesture,3.5600000000000023
452.4,457.32,73,Gesture,4.920000000000016
457.68,465.76,74,Gesture,8.079999999999984
466.24,474.16,75,Gesture,7.920000000000016
474.48,477.08,76,Gesture,2.599999999999966
478.12,481.6,77,Gesture,3.480000000000018
481.92,486.12,78,Gesture,4.199999999999989
486.48,487.08,79,Gesture,0.5999999999999659
489.12,489.76,80,Gesture,0.6399999999999864
491.32,491.64,81,Gesture,0.3199999999999932
492.52,493.48,82,Gesture,0.9600000000000364
494.48,494.8,83,Gesture,0.3199999999999932
497.08,504.48,84,Gesture,7.400000000000034
504.92,507.96,85,Gesture,3.0399999999999636
508.28,510.8,86,Gesture,2.5200000000000387
511.16,512.24,87,Gesture,1.079999999999984
513.52,515.96,88,Gesture,2.4400000000000546
517.2,517.44,89,Gesture,0.2400000000000091
518.08,519.52,90,Gesture,1.4399999999999409
522.16,522.48,91,Gesture,0.32000000000005
523.32,534.64,92,Gesture,11.319999999999936
535.0,540.84,93,Gesture,5.840000000000032
541.32,542.6,94,Gesture,1.2799999999999727
543.92,544.28,95,Gesture,0.36000000000001364
544.8,546.4,96,Gesture,1.6000000000000227
550.8,562.4,97,Gesture,11.600000000000023
565.12,592.04,98,Gesture,26.91999999999996
593.48,593.76,99,Gesture,0.2799999999999727
594.16,594.76,100,Gesture,0.6000000000000227
595.08,599.6,101,Gesture,4.519999999999982
604.4,607.36,102,Gesture,2.9600000000000364
607.68,614.6,103,Gesture,6.920000000000073
618.12,618.4,104,Gesture,0.2799999999999727
619.64,620.04,105,Gesture,0.39999999999997726
621.2,628.48,106,Gesture,7.279999999999973
633.52,645.52,107,Gesture,12.0
648.96,649.2,108,Gesture,0.2400000000000091
651.8,658.16,109,Gesture,6.360000000000014
658.88,659.56,110,Gesture,0.67999999999995
660.08,660.32,111,Gesture,0.2400000000000091
661.92,662.32,112,Gesture,0.40000000000009095
668.04,677.72,113,Gesture,9.680000000000064
678.04,679.36,114,Gesture,1.32000000000005
679.84,681.64,115,Gesture,1.7999999999999545
683.68,684.04,116,Gesture,0.36000000000001364
686.04,686.28,117,Gesture,0.2400000000000091
687.0,687.48,118,Gesture,0.4800000000000182
689.24,694.28,119,Gesture,5.039999999999964
694.68,696.52,120,Gesture,1.8400000000000318
697.2,709.08,121,Gesture,11.879999999999995
711.28,712.28,122,Gesture,1.0
712.64,713.12,123,Gesture,0.4800000000000182
715.36,726.92,124,Gesture,11.559999999999945
727.92,743.44,125,Gesture,15.520000000000095
752.72,765.56,126,Gesture,12.839999999999918
766.88,768.2,127,Gesture,1.32000000000005
769.8,770.08,128,Gesture,0.2800000000000864
770.4,770.76,129,Gesture,0.36000000000001364
773.48,785.24,130,Gesture,11.759999999999991
786.32,789.8,131,Gesture,3.4799999999999045
790.28,792.4,132,Gesture,2.1200000000000045
793.28,798.64,133,Gesture,5.360000000000014
798.96,800.72,134,Gesture,1.759999999999991
804.32,804.6,135,Gesture,0.2799999999999727
813.88,814.28,136,Gesture,0.39999999999997726
815.28,826.92,137,Gesture,11.639999999999986
828.24,828.76,138,Gesture,0.5199999999999818
829.12,830.08,139,Gesture,0.9600000000000364
830.44,843.68,140,Gesture,13.239999999999895
844.04,845.96,141,Gesture,1.9200000000000728
855.36,866.84,142,Gesture,11.480000000000018
868.04,880.4,143,Gesture,12.360000000000014
880.72,885.4,144,Gesture,4.67999999999995
889.36,889.6,145,Gesture,0.2400000000000091
891.76,892.92,146,Gesture,1.1599999999999682
