start_time,end_time,labelid,label,duration
12.625,21.541666666666668,1,Gesture,8.916666666666668
21.875,22.375,2,Gesture,0.5
23.0,23.458333333333332,3,Gesture,0.45833333333333215
23.875,26.25,4,Gesture,2.375
28.375,28.791666666666668,5,Gesture,0.41666666666666785
29.125,29.416666666666668,6,Gesture,0.29166666666666785
31.708333333333332,32.375,7,Gesture,0.6666666666666679
34.333333333333336,34.958333333333336,8,Gesture,0.625
36.666666666666664,37.5,9,Gesture,0.8333333333333357
46.458333333333336,68.625,10,Gesture,22.166666666666664
70.91666666666667,76.625,11,Gesture,5.708333333333329
76.95833333333333,77.83333333333333,12,Gesture,0.875
84.20833333333333,86.875,13,Gesture,2.6666666666666714
87.375,97.58333333333333,14,Gesture,10.208333333333329
98.33333333333333,110.79166666666667,15,Gesture,12.458333333333343
111.29166666666667,113.91666666666667,16,Gesture,2.625
114.58333333333333,119.875,17,Gesture,5.291666666666671
120.25,129.375,18,Gesture,9.125
130.04166666666666,130.41666666666666,19,Gesture,0.375
130.79166666666666,131.25,20,Gesture,0.4583333333333428
131.83333333333334,154.875,21,Gesture,23.041666666666657
155.95833333333334,158.75,22,Gesture,2.791666666666657
160.375,160.66666666666666,23,Gesture,0.2916666666666572
192.375,193.70833333333334,24,Gesture,1.3333333333333428
194.45833333333334,195.125,25,Gesture,0.6666666666666572
195.70833333333334,196.41666666666666,26,Gesture,0.7083333333333144
197.83333333333334,198.08333333333334,27,Gesture,0.25
199.33333333333334,199.83333333333334,28,Gesture,0.5
201.04166666666666,204.54166666666666,29,Gesture,3.5
205.0,211.75,30,Gesture,6.75
212.08333333333334,216.83333333333334,31,Gesture,4.75
217.45833333333334,222.125,32,Gesture,4.666666666666657
228.41666666666666,231.45833333333334,33,Gesture,3.0416666666666856
233.29166666666666,233.79166666666666,34,Gesture,0.5
235.16666666666666,237.33333333333334,35,Gesture,2.1666666666666856
237.66666666666666,239.41666666666666,36,Gesture,1.75
239.95833333333334,241.04166666666666,37,Gesture,1.0833333333333144
241.45833333333334,242.33333333333334,38,Gesture,0.875
242.875,243.29166666666666,39,Gesture,0.4166666666666572
245.375,245.75,40,Gesture,0.375
252.91666666666666,253.375,41,Gesture,0.4583333333333428
262.2916666666667,262.5416666666667,42,Gesture,0.25
263.7083333333333,267.0416666666667,43,Gesture,3.3333333333333712
269.5,269.7083333333333,44,Gesture,0.20833333333331439
271.3333333333333,271.5416666666667,45,Gesture,0.20833333333337123
277.5833333333333,280.125,46,Gesture,2.5416666666666856
280.5416666666667,281.0416666666667,47,Gesture,0.5
282.375,282.7083333333333,48,Gesture,0.3333333333333144
286.2916666666667,286.5833333333333,49,Gesture,0.29166666666662877
289.875,300.75,50,Gesture,10.875
301.2916666666667,311.7083333333333,51,Gesture,10.416666666666629
313.5,327.5,52,Gesture,14.0
328.0,329.5416666666667,53,Gesture,1.5416666666666856
329.9166666666667,364.75,54,Gesture,34.833333333333314
365.125,367.0,55,Gesture,1.875
367.375,373.8333333333333,56,Gesture,6.458333333333314
375.625,375.9583333333333,57,Gesture,0.3333333333333144
376.2916666666667,383.7083333333333,58,Gesture,7.416666666666629
384.6666666666667,385.2083333333333,59,Gesture,0.5416666666666288
387.4166666666667,388.2916666666667,60,Gesture,0.875
389.4583333333333,389.875,61,Gesture,0.4166666666666856
391.6666666666667,392.0833333333333,62,Gesture,0.41666666666662877
395.7916666666667,397.7083333333333,63,Gesture,1.9166666666666288
401.75,426.2083333333333,64,Gesture,24.458333333333314
426.5416666666667,428.9583333333333,65,Gesture,2.4166666666666288
442.9166666666667,448.875,66,Gesture,5.958333333333314
450.0,450.5,67,Gesture,0.5
451.0,451.3333333333333,68,Gesture,0.3333333333333144
457.7083333333333,459.4583333333333,69,Gesture,1.75
460.5,462.2916666666667,70,Gesture,1.7916666666666856
463.3333333333333,463.625,71,Gesture,0.2916666666666856
463.9583333333333,464.8333333333333,72,Gesture,0.875
465.5416666666667,466.2083333333333,73,Gesture,0.6666666666666288
469.75,470.25,74,Gesture,0.5
471.3333333333333,471.7083333333333,75,Gesture,0.375
472.25,472.75,76,Gesture,0.5
475.5,475.9166666666667,77,Gesture,0.4166666666666856
479.375,480.625,78,Gesture,1.25
481.0416666666667,486.8333333333333,79,Gesture,5.791666666666629
487.3333333333333,488.8333333333333,80,Gesture,1.5
494.7083333333333,495.2083333333333,81,Gesture,0.5
496.125,496.6666666666667,82,Gesture,0.5416666666666856
497.0,498.25,83,Gesture,1.25
498.7083333333333,500.7083333333333,84,Gesture,2.0
501.3333333333333,501.8333333333333,85,Gesture,0.5
503.3333333333333,503.625,86,Gesture,0.2916666666666856
504.7916666666667,517.0416666666666,87,Gesture,12.249999999999943
517.4166666666666,530.9166666666666,88,Gesture,13.5
532.25,533.125,89,Gesture,0.875
533.5833333333334,534.3333333333334,90,Gesture,0.75
535.0,535.375,91,Gesture,0.375
536.125,538.4166666666666,92,Gesture,2.2916666666666288
538.9166666666666,545.9166666666666,93,Gesture,7.0
546.3333333333334,547.9583333333334,94,Gesture,1.625
548.3333333333334,549.9166666666666,95,Gesture,1.5833333333332575
551.0833333333334,560.0,96,Gesture,8.916666666666629
560.75,562.2083333333334,97,Gesture,1.4583333333333712
562.875,571.4583333333334,98,Gesture,8.583333333333371
571.7916666666666,580.75,99,Gesture,8.958333333333371
581.2083333333334,581.8333333333334,100,Gesture,0.625
582.9166666666666,583.4166666666666,101,Gesture,0.5
