time,has_motion,NoGesture_confidence,Gesture_confidence,Move_confidence,label
0.1333333333333333,0,0,0,0,NoGesture
0.1666666666666666,0,0,0,0,NoGesture
0.2,0,0,0,0,NoGesture
0.2333333333333333,0,0,0,0,NoGesture
0.2666666666666666,0,0,0,0,NoGesture
0.3,0,0,0,0,NoGesture
0.3333333333333333,0,0,0,0,NoGesture
0.3666666666666666,0,0,0,0,NoGesture
0.4,0,0,0,0,NoGesture
0.4333333333333333,0,0,0,0,NoGesture
0.4666666666666667,0,0,0,0,NoGesture
0.5,0,0,0,0,NoGesture
0.5333333333333333,0,0,0,0,NoGesture
0.5666666666666667,0,0,0,0,Gesture
0.6,0,0,0,0,Gesture
0.6333333333333333,0,0,0,0,Gesture
0.6666666666666666,0,0,0,0,Gesture
0.7,0,0,0,0,Gesture
0.7333333333333333,0,0,0,0,Gesture
0.7666666666666667,0,0,0,0,Gesture
0.8,0,0,0,0,Gesture
0.8333333333333334,0,0,0,0,Gesture
0.8666666666666667,0,0,0,0,Gesture
0.9,0,0,0,0,Gesture
0.9333333333333332,0,0,0,0,Gesture
0.9666666666666668,0,0,0,0,Gesture
1.0,0,0,0,0,Gesture
1.0333333333333334,0,0,0,0,Gesture
1.0666666666666669,0,0,0,0,Gesture
1.1,0,0,0,0,Gesture
1.1333333333333333,0,0,0,0,Gesture
1.1666666666666667,0,0,0,0,Gesture
1.2,0,0,0,0,Gesture
1.2333333333333334,0,0,0,0,Gesture
1.2666666666666666,0,0,0,0,Gesture
1.3,0,0,0,0,Gesture
1.3333333333333333,0,0,0,0,Gesture
1.3666666666666667,0,0,0,0,Gesture
1.4,0,0,0,0,Gesture
1.4333333333333331,0,0,0,0,Gesture
1.4666666666666666,0,0,0,0,Gesture
1.5,0,0,0,0,Gesture
1.5333333333333334,0,0,0,0,Gesture
1.5666666666666669,0,0,0,0,Gesture
1.6,0,0,0,0,Gesture
1.6333333333333333,0,0,0,0,Gesture
1.6666666666666667,0,0,0,0,Gesture
1.7,0,0,0,0,Gesture
1.7333333333333334,0,0,0,0,Gesture
1.7666666666666666,0,0,0,0,Gesture
1.8,0,0,0,0,Gesture
1.8333333333333333,0,0,0,0,Gesture
1.8666666666666667,0,0,0,0,Gesture
1.9,0,0,0,0,Gesture
1.9333333333333331,0,0,0,0,Gesture
1.9666666666666663,0,0,0,0,Gesture
2.0,0,0,0,0,Gesture
2.033333333333333,0,0,0,0,Gesture
2.066666666666667,0,0,0,0,Gesture
2.1,0,0,0,0,Gesture
2.1333333333333333,0,0,0,0,Gesture
2.1666666666666665,0,0,0,0,Gesture
2.2,0,0,0,0,Gesture
2.2333333333333334,0,0,0,0,Gesture
2.2666666666666666,0,0,0,0,Gesture
2.3,0,0,0,0,Gesture
2.3333333333333335,0,0,0,0,Gesture
2.3666666666666667,0,0,0,0,Gesture
2.4,0,0,0,0,Gesture
2.433333333333333,0,0,0,0,Gesture
2.466666666666667,0,0,0,0,Gesture
2.5,0,0,0,0,Gesture
2.533333333333333,0,0,0,0,Gesture
2.566666666666667,0,0,0,0,Gesture
2.6,0,0,0,0,Gesture
2.6333333333333333,0,0,0,0,Gesture
2.6666666666666665,0,0,0,0,Gesture
2.7,0,0,0,0,Gesture
2.7333333333333334,0,0,0,0,Gesture
2.7666666666666666,0,0,0,0,Gesture
2.8,0,0,0,0,Gesture
2.8333333333333335,0,0,0,0,Gesture
2.8666666666666667,0,0,0,0,Gesture
2.9,0,0,0,0,Gesture
2.933333333333333,0,0,0,0,Gesture
2.966666666666667,0,0,0,0,Gesture
3.0,0,0,0,0,Gesture
3.033333333333333,0,0,0,0,Gesture
3.066666666666667,0,0,0,0,Gesture
3.1,0,0,0,0,Gesture
3.1333333333333333,0,0,0,0,Gesture
3.1666666666666665,0,0,0,0,Gesture
3.2,0,0,0,0,Gesture
3.2333333333333334,0,0,0,0,Gesture
3.2666666666666666,0,0,0,0,Gesture
3.3,0,0,0,0,Gesture
3.3333333333333335,0,0,0,0,Gesture
3.3666666666666667,0,0,0,0,Gesture
3.4,0,0,0,0,Gesture
3.433333333333333,0,0,0,0,Gesture
3.466666666666667,0,0,0,0,Gesture
3.5,0,0,0,0,Gesture
3.533333333333333,0,0,0,0,Gesture
3.566666666666667,0,0,0,0,NoGesture
3.6,0,0,0,0,NoGesture
3.6333333333333337,0,0,0,0,NoGesture
3.6666666666666665,0,0,0,0,NoGesture
3.7,0,0,0,0,NoGesture
3.7333333333333334,0,0,0,0,NoGesture
3.7666666666666666,0,0,0,0,NoGesture
3.8,0,0,0,0,NoGesture
3.8333333333333335,0,0,0,0,NoGesture
3.8666666666666663,0,0,0,0,NoGesture
3.9,0,0,0,0,NoGesture
3.933333333333333,0,0,0,0,NoGesture
3.966666666666667,0,0,0,0,NoGesture
4.0,0,0,0,0,NoGesture
4.033333333333333,0,0,0,0,NoGesture
4.066666666666666,0,0,0,0,NoGesture
4.1,0,0,0,0,NoGesture
