framename,precision_Gesture,recall_Gesture,f1_Gesture,precision_NoGesture,recall_NoGesture,f1_NoGesture,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,accuracy
000,0.8324607329842932,0.6625,0.7378190255220418,0.352,0.5789473684210527,0.43781094527363185,0.5922303664921467,0.6207236842105264,0.5878149853978368,0.7169068858108557,0.6424050632911392,0.6656651834369812,0.6424050632911392
001,1.0,0.2951388888888889,0.45576407506702415,0.12121212121212122,1.0,0.21621621621621623,0.5606060606060606,0.6475694444444444,0.3359901456416202,0.922132719601074,0.3575949367088608,0.43453831542201593,0.3575949367088608
002,0.0,0.0,0.0,1.0,0.8512658227848101,0.9196581196581196,0.5,0.42563291139240506,0.4598290598290598,1.0,0.8512658227848101,0.9196581196581195,0.8512658227848101
003,0.43169398907103823,0.6694915254237288,0.5249169435215947,0.706766917293233,0.47474747474747475,0.56797583081571,0.5692304531821356,0.5721195000856018,0.5464463871686523,0.6040498111849452,0.5474683544303798,0.5518968792311987,0.5474683544303798
004,0.16363636363636364,0.2872340425531915,0.2084942084942085,0.5562913907284768,0.3783783783783784,0.450402144772118,0.3599638771824202,0.33280621046578496,0.3294481766331632,0.43948894596056964,0.3512658227848101,0.3784421890438791,0.3512658227848101
005,1.0,0.06962025316455696,0.1301775147928994,0.0,0.0,0.0,0.5,0.03481012658227848,0.0650887573964497,1.0,0.06962025316455696,0.1301775147928994,0.06962025316455696
006,1.0,0.6329113924050633,0.7751937984496124,0.0,0.0,0.0,0.5,0.31645569620253167,0.3875968992248062,1.0,0.6329113924050633,0.7751937984496124,0.6329113924050633
007,1.0,0.4430379746835443,0.6140350877192983,0.0,0.0,0.0,0.5,0.22151898734177214,0.30701754385964913,1.0,0.4430379746835443,0.6140350877192983,0.4430379746835443
008,1.0,0.27531645569620256,0.4317617866004963,0.0,0.0,0.0,0.5,0.13765822784810128,0.21588089330024815,1.0,0.27531645569620256,0.4317617866004963,0.27531645569620256
009,0.5693430656934306,0.3979591836734694,0.46846846846846846,0.3407821229050279,0.5083333333333333,0.4080267558528428,0.45506259429922924,0.45314625850340134,0.43824761216065566,0.4825477709636574,0.439873417721519,0.44551591937392704,0.439873417721519
010,0.0,0.0,0.0,1.0,0.7784810126582279,0.8754448398576512,0.5,0.38924050632911394,0.4377224199288256,1.0,0.7784810126582279,0.8754448398576512,0.7784810126582279
011,0.8787878787878788,0.3918918918918919,0.5420560747663551,0.64,0.9523809523809523,0.7655502392344498,0.7593939393939394,0.6721364221364221,0.6538031570004024,0.751837360951285,0.689873417721519,0.6608757571417978,0.689873417721519
012,0.6216216216216216,0.08424908424908426,0.14838709677419354,0.1039426523297491,0.6744186046511628,0.18012422360248448,0.36278213697568534,0.3793338444501235,0.164255660188339,0.5511779644078542,0.16455696202531644,0.15270575643753695,0.16455696202531644
013,0.0,0.0,0.0,1.0,0.6613924050632911,0.7961904761904762,0.5,0.33069620253164556,0.3980952380952381,1.0,0.6613924050632911,0.7961904761904762,0.6613924050632911
014,0.0,0.0,0.0,1.0,0.5189873417721519,0.6833333333333333,0.5,0.25949367088607594,0.3416666666666667,1.0,0.5189873417721519,0.6833333333333333,0.5189873417721519
015,0.0,0.0,0.0,1.0,0.8006329113924051,0.8892794376098418,0.5,0.40031645569620256,0.4446397188049209,1.0,0.8006329113924051,0.8892794376098418,0.8006329113924051
016,0.0,0.0,0.0,1.0,0.7246835443037974,0.8403669724770643,0.5,0.3623417721518987,0.42018348623853213,1.0,0.7246835443037974,0.8403669724770644,0.7246835443037974
017,0.0,0.0,0.0,1.0,0.14873417721518986,0.25895316804407714,0.5,0.07436708860759493,0.12947658402203857,1.0,0.14873417721518986,0.25895316804407714,0.14873417721518986
018,0.0,0.0,0.0,1.0,0.7468354430379747,0.855072463768116,0.5,0.37341772151898733,0.427536231884058,1.0,0.7468354430379747,0.8550724637681159,0.7468354430379747
019,0.0,0.0,0.0,1.0,0.5632911392405063,0.7206477732793523,0.5,0.28164556962025317,0.3603238866396761,1.0,0.5632911392405063,0.7206477732793523,0.5632911392405063
020,0.0,0.0,0.0,1.0,0.9873417721518988,0.9936305732484076,0.5,0.4936708860759494,0.4968152866242038,1.0,0.9873417721518988,0.9936305732484075,0.9873417721518988
021,0.0,0.0,0.0,1.0,0.5379746835443038,0.6995884773662552,0.5,0.2689873417721519,0.3497942386831276,1.0,0.5379746835443038,0.6995884773662552,0.5379746835443038
022,0.0,0.0,0.0,1.0,0.7658227848101266,0.8673835125448028,0.5,0.3829113924050633,0.4336917562724014,1.0,0.7658227848101266,0.867383512544803,0.7658227848101266
023,0.0,0.0,0.0,1.0,0.4177215189873418,0.5892857142857143,0.5,0.2088607594936709,0.29464285714285715,1.0,0.4177215189873418,0.5892857142857143,0.4177215189873418
024,0.0,0.0,0.0,1.0,0.47151898734177217,0.6408602150537634,0.5,0.23575949367088608,0.3204301075268817,1.0,0.47151898734177217,0.6408602150537634,0.47151898734177217
025,0.0,0.0,0.0,1.0,0.8449367088607594,0.9159519725557461,0.5,0.4224683544303797,0.45797598627787306,1.0,0.8449367088607594,0.9159519725557461,0.8449367088607594
026,0.0,0.0,0.0,1.0,0.8417721518987342,0.9140893470790378,0.5,0.4208860759493671,0.4570446735395189,1.0,0.8417721518987342,0.9140893470790377,0.8417721518987342
027,0.0,0.0,0.0,1.0,0.6518987341772152,0.789272030651341,0.5,0.3259493670886076,0.3946360153256705,1.0,0.6518987341772152,0.789272030651341,0.6518987341772152
028,0.0,0.0,0.0,1.0,0.9810126582278481,0.9904153354632588,0.5,0.49050632911392406,0.4952076677316294,1.0,0.9810126582278481,0.9904153354632588,0.9810126582278481
029,0.0,0.0,0.0,1.0,0.3987341772151899,0.5701357466063348,0.5,0.19936708860759494,0.2850678733031674,1.0,0.3987341772151899,0.5701357466063348,0.3987341772151899
030,0.01079136690647482,0.75,0.02127659574468085,0.9736842105263158,0.11858974358974358,0.21142857142857144,0.49223778871639534,0.4342948717948718,0.11635258358662615,0.9614956935184696,0.12658227848101267,0.20902158439459811,0.12658227848101267
031,1.0,0.14556962025316456,0.2541436464088398,0.0,0.0,0.0,0.5,0.07278481012658228,0.1270718232044199,1.0,0.14556962025316456,0.2541436464088398,0.14556962025316456
032,1.0,0.038338658146964855,0.07384615384615385,0.009868421052631578,1.0,0.019543973941368076,0.5049342105263158,0.5191693290734825,0.04669506389376096,0.9906000166555631,0.04746835443037975,0.07333062682174134,0.04746835443037975
AVERAGE,0.31843439450609395,0.155856332455447,0.163222438671996,0.6910469041226531,0.556934358490474,0.5474738912184876,0.5047406493143735,0.35639534547296053,0.3553481649452417,0.9218253687592205,0.5341388569236669,0.6238443501317428,0.5341388569236669
